tapped_wt,pouring_wt,last_heel_metal,lcrca_addition_1,sg_pigaddition_1,sg_pigaddition_2,rr,graphite,silicon_addition_1,silicon_addition_2,mn,low_re_fsm,zero_re_fsm,high_re_fsm,ultraseed,superseed,cs,al,preseed,tapping_temp,pouring_temp,pouring_time_sec,fsm,barinoc,reseed,sb,bath_s,crca,sg_pig,sorel_total,sorel_addition,rr_1,heel,ce,c,si,mn_1,p,s,cr,ni,al_1,cu,co,nb,ti,v,w,pb,sn,as,zr,ce_1,sb_1,b,zn,n,fe,fsmaddition_mt,mg_recovery,defect,feat_ce_calculated,feat_ce_hypo_risk,feat_ce_hyper_risk,feat_ce_optimal,feat_temp_loss,feat_temp_loss_risk,feat_temp_loss_low,feat_pouring_stability,feat_pouring_risk,feat_oxidation_risk,feat_graphitization_index,feat_white_iron_risk,feat_shrinkage_risk_index,feat_gas_risk_index,feat_chemistry_instability,feat_chemistry_ok,cluster,dbscan_cluster,pca_pc1,pca_pc2
4.8,4.6,0.0,0.0,0.0,0.0,1780.0,58.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1429.0,1368.0,74.0,0.7599999999999998,10.0,0.0,0.0,0.0329999999999999,40.0,12.0,0.0,0.0,48.0,0.0,3.93,3.13,1.68,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0246,0.0062,0.342,0.0056,0.0011,0.0181,0.0055,0.0049,0.0017,0.0048,0.0035,0.0023,0.0018,0.0024,0.00071,0.0023,0.0036,93.5,7.51,0.0033,1,3.93,1,0,0,61.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,-1,-8.227468507443708,-4.3642451241854925
10.3,9.9,0.0,6560.0,2230.0,0.0,5150.0,285.0,100.0,5.0,0.0,110.0,0.0,0.0,15.0,0.0,0.0,0.0,20.0,1430.0,1369.0,119.0,1.07,40.0,0.0,0.3,0.017,43.0,14.0,1640.0,12.0,32.0,0.0,4.26,3.75,1.96,0.236,0.0382,0.0086,0.0188,0.0087,0.0087,0.0273,0.0026,0.0029,0.0144,0.0032,0.0021,0.0015,0.0021,0.0034,0.0028,0.0037,0.0047,0.00078,0.0013,0.004,93.8,10.68,0.0034,1,4.26,0,0,1,61.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,6.831451651794198,-0.10831054551141633
4.0,3.5,0.0,1740.0,930.0,0.0,1330.0,76.0,27.0,1.0,0.0,42.0,0.0,0.0,5.1,0.0,0.0,0.0,2.0,1435.0,1371.0,90.0,1.05,16.0,0.0,0.12,0.015,44.0,23.0,0.0,0.0,33.0,0.0,4.23,3.71,1.99,0.185,0.0364,0.0096,0.0213,0.0087,0.0072,0.0497,0.003,0.00064,0.0221,0.0042,0.0022,0.0015,0.0018,0.0028,0.0013,0.0037,0.0033,0.00085,0.0014,0.0036,93.9,10.5,0.0033,1,4.23,0,0,1,64.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,-0.04095959090750147,-1.1077963694562245
5.8,5.8,0.0,2290.0,930.0,0.0,2270.0,95.0,48.0,8.0,0.0,59.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,1420.0,1357.0,85.0,1.02,24.0,0.0,0.174,0.015,39.0,16.0,310.0,5.0,39.0,0.0,4.18,3.64,2.08,0.158,0.0356,0.0101,0.0175,0.0089,0.0097,0.0333,0.0025,0.00071,0.0149,0.0036,0.0019,0.0014,0.002,0.003,0.0026,0.0034,0.0049,0.00061,0.0014,0.0051,93.9,10.17,0.0033,1,4.18,1,0,0,63.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,0.5463783444699687,-1.4511387497996275
4.0,4.0,0.0,1180.0,650.0,0.0,970.0,63.0,14.0,6.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.0,1374.0,75.0,1.03,16.0,0.0,0.12,0.0099,30.0,16.0,0.0,0.0,24.0,0.0,4.22,3.69,2.05,0.159,0.0353,0.0088,0.0173,0.0089,0.0068,0.0102,0.0029,0.0011,0.02,0.0042,0.002,0.0016,0.0021,0.0036,0.0013,0.0031,0.0052,0.00064,0.0011,0.0049,93.9,10.25,0.0031,1,4.22,0,0,1,64.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,-0.6740813734634009,-0.9531683218581172
5.8,5.8,0.0,2320.0,1020.0,0.0,1430.0,100.0,50.0,0.0,0.0,61.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1431.0,1372.0,103.0,1.05,24.0,0.0,0.18,0.012,40.0,18.0,0.0,0.0,42.0,0.0,4.19,3.64,2.13,0.241,0.0359,0.0089,0.0193,0.0084,0.0099,0.4095,0.0029,0.001,0.022,0.0045,0.0041,0.0014,0.0021,0.0033,0.0013,0.0033,0.0054,0.00078,0.0019,0.0033,93.2,10.52,0.0027,1,4.19,1,0,0,59.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,2,-1.310054290416655,-0.2802714701501975
10.2,10.2,0.0,4260.0,1190.0,0.0,3570.0,180.0,100.0,0.0,0.0,107.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,1420.0,1358.0,110.0,1.05,41.0,0.0,0.309,0.017,42.0,12.0,1180.0,12.0,35.0,0.0,4.29,3.67,2.41,0.204,0.0343,0.0087,0.022,0.0116,0.0075,0.0409,0.0025,0.0018,0.0146,0.0033,0.0021,0.0016,0.0023,0.0036,0.0016,0.0036,0.0041,0.00076,0.0012,0.0039,93.5,10.49,0.0033,1,4.29,0,0,1,62.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,4,4.821952611430603,-0.740420271507657
6.1,6.0,0.0,2610.0,1020.0,0.0,1560.0,92.0,222.0,13.0,0.0,32.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,1444.0,1390.0,126.0,1.05,21.0,0.0,0.18,0.017,43.0,17.0,910.0,15.0,26.0,0.0,4.2,3.16,4.09,0.171,0.0373,0.0073,0.0192,0.0096,0.0145,0.118,0.0026,0.00069,0.0187,0.0031,0.0049,0.0018,0.003,0.0015,0.0017,0.0018,0.0048,0.0008,0.00099,0.0036,92.3,10.49,0.0034,1,4.2,0,0,1,54.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,-0.6710571284712717,5.883787478338374
4.8,4.75,0.0,2010.0,630.0,0.0,2160.0,76.0,4.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435.0,1370.0,79.0,1.06,20.0,0.0,0.144,0.018,42.0,13.0,0.0,0.0,45.0,0.0,4.19,3.64,2.15,0.269,0.0322,0.0094,0.0208,0.0104,0.0111,0.4095,0.0028,0.001,0.0187,0.0049,0.0022,0.0014,0.0024,0.0032,0.0027,0.0033,0.0052,0.001,0.0025,0.0056,93.0,10.63,0.0035,1,4.19,1,0,0,65.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,2,-1.7513292782456922,-1.6221135533877282
5.2,5.0,0.0,0.0,0.0,0.0,2020.0,83.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.0,1370.0,105.0,0.7599999999999998,11.0,0.0,0.0,0.0329999999999999,41.0,10.0,0.0,0.0,49.0,0.0,3.93,3.16,1.67,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0269,0.0048,0.333,0.0054,0.0027,0.0098,0.0048,0.0049,0.0017,0.0039,0.0034,0.0013,0.0018,0.0022,0.00015,0.0029,0.0039,93.5,7.51,0.0033,1,3.93,1,0,0,40.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,-1,-7.692029819625473,-5.334173334231467
8.5,8.5,0.0,1460.0,1340.0,0.0,3180.0,138.0,96.0,0.0,0.0,89.0,0.0,0.0,12.5,0.0,0.0,0.0,2.0,1432.0,1372.0,120.0,1.05,34.0,0.0,0.255,0.016,39.0,17.0,0.0,0.0,43.0,0.0,4.17,3.63,2.11,0.263,0.0343,0.0093,0.0375999999999999,0.0107,0.0063,0.4095,0.0028,0.0021,0.0153,0.0039,0.0024,0.0016,0.0023,0.0037,0.0014,0.0038,0.0047,0.00094,0.0016,0.0036,93.3,10.47,0.0034,1,4.17,1,0,0,60.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,0.022248730510989766,-1.510020779528053
5.1,4.7,0.0,0.0,0.0,0.0,2570.0,65.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.0,1350.0,104.0,0.7599999999999998,10.0,0.0,0.0,0.0329999999999999,38.0,10.0,0.0,0.0,50.0,0.0,3.93,3.15,1.62,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0269,0.0053,0.319,0.0056,0.0027,0.0142,0.0051,0.0049,0.0017,0.0039,0.0036,0.0013,0.0016,0.0024,0.00071,0.006,0.0026,93.5,7.51,0.0033,1,3.93,1,0,0,51.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,-1,-7.476861634032438,-6.13578586718285
4.7,4.4,0.0,0.0,0.0,0.0,1640.0,53.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.0,1358.0,77.0,0.7599999999999998,10.0,0.0,0.0,0.0329999999999999,39.0,11.0,0.0,0.0,50.0,0.0,3.93,3.15,1.64,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0223,0.0066,0.34,0.0047,0.0012,0.0141,0.0042,0.0049,0.0017,0.0037,0.0032,0.0013,0.0015,0.002,0.00071,0.0056,0.0042,93.6,7.51,0.0033,1,3.93,1,0,0,57.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,1,-7.8945040831311015,-5.379979936948756
6.0,5.8,0.0,2490.0,1300.0,0.0,2210.0,105.0,50.0,0.0,0.0,61.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,1425.0,1359.0,90.0,1.02,24.0,0.0,0.174,0.015,42.0,22.0,0.0,0.0,37.0,0.0,4.2,3.66,2.09,0.162,0.0391,0.0082,0.018,0.0095,0.0084,0.0329,0.0025,0.0016,0.017,0.0036,0.0021,0.0018,0.0018,0.0036,0.0026,0.0038,0.0048,0.00065,0.00098,0.0015,93.9,10.17,0.0034,1,4.2,0,0,1,66.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,1.5249427421579989,-1.2576750625883952
6.1,6.1,0.0,2560.0,1270.0,0.0,2270.0,108.0,40.0,5.0,0.0,68.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,1427.0,1364.0,85.0,1.11,24.0,0.0,0.18,0.018,42.0,21.0,0.0,0.0,37.0,0.0,4.23,3.66,2.21,0.171,0.0352,0.0114,0.0197,0.0099,0.0075,0.047,0.0026,0.001,0.0168,0.0042,0.0022,0.0018,0.0018,0.0036,0.0028,0.0038,0.0048,0.00069,0.0012,0.0038,93.7,11.15,0.0031,1,4.23,0,0,1,63.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,1.7619482630969483,-1.2567273871375473
6.3,6.2,0.0,2580.0,1790.0,0.0,1930.0,108.0,150.0,8.0,0.0,29.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,1431.0,1370.0,145.0,1.11,25.0,0.0,0.19,0.014,41.0,28.0,0.0,0.0,31.0,0.0,4.24,3.5,2.9,0.169,0.0324,0.0067,0.0243,0.0107,0.0121,0.022,0.0026,0.00095,0.0207,0.0042,0.0049,0.0019,0.0026,0.0017,0.0024,0.0016,0.0049,0.00063,0.00083,0.0036,93.2,11.11,0.0032,1,4.24,0,0,1,61.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,0.49132985835952675,4.0084662842295185
4.8,4.75,0.0,2030.0,730.0,0.0,1180.0,86.0,9.0,0.0,0.0,51.0,0.0,0.0,7.12,0.0,0.0,0.0,5.0,1438.0,1372.0,77.0,1.06,20.0,0.0,0.144,0.013,42.0,15.0,0.0,0.0,41.0,0.0,4.18,3.64,2.11,0.264,0.0325,0.0103,0.0256,0.011,0.0099,0.4095,0.003,0.0013,0.0194,0.0045,0.0034,0.0013,0.0025,0.003,0.0019,0.0031,0.0041,0.00096,0.0017,0.006,93.1,10.63,0.0031,1,4.18,1,0,0,66.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,2,-1.8651756160953514,-1.1313043875769537
13.0,12.6,0.0,5130.0,2320.0,0.0,4540.0,230.0,80.0,0.0,0.0,156.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,1440.0,1368.0,138.0,1.2,52.0,0.0,0.39,0.01,39.0,18.0,1010.0,8.0,35.0,0.0,4.27,3.74,2.04,0.154,0.0343,0.0062,0.0178,0.0085,0.0101,0.0087,0.0026,0.0018,0.0177,0.004,0.002,0.0017,0.0017,0.0031,0.0026,0.0038,0.0045,0.00051,0.00097,0.0022,93.9,12.0,0.0028,1,4.27,0,0,1,72.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,7.376721151717479,1.858218280180613
6.0,5.8,0.0,2430.0,1590.0,0.0,1660.0,80.0,222.0,20.0,0.0,33.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1440.0,1392.0,145.0,1.1,21.0,0.0,0.18,0.021,41.0,27.0,320.0,5.0,28.0,0.0,4.2,3.17,4.06,0.236,0.0386,0.0075,0.0375999999999999,0.0125,0.0131,0.126,0.0028,0.0015,0.0198,0.0042,0.0049,0.0017,0.0029,0.0014,0.002,0.0016,0.0048,0.0008,0.0011,0.0036,92.2,11.0,0.0036,1,4.2,0,0,1,48.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,-1.824489406325732,5.623423008478579
9.2,9.0,0.0,3940.0,1930.0,0.0,3330.0,165.0,40.0,5.0,0.0,90.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,1430.0,1370.0,105.0,0.98,36.0,0.0,0.27,0.016,43.0,21.0,0.0,0.0,36.0,0.0,4.16,3.63,2.03,0.264,0.0366,0.0109,0.0218,0.0155,0.0067,0.4095,0.0029,0.0013,0.0179,0.0037,0.0025,0.0017,0.0025,0.0034,0.0026,0.0033,0.0049,0.00085,0.0017,0.0033,93.4,9.78,0.0034,1,4.16,1,0,0,60.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,0.8820498258386387,-0.988258722256446
9.9,9.9,0.0,4190.0,2150.0,0.0,3260.0,165.0,105.0,21.0,0.0,104.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,1426.0,1362.0,95.0,1.05,40.0,0.0,0.295,0.015,42.0,22.0,300.0,3.0,33.0,0.0,4.28,3.66,2.4,0.185,0.0372,0.0097,0.0204,0.0096,0.0087,0.044,0.0024,0.0016,0.0184,0.004,0.0021,0.0016,0.002,0.0035,0.0029,0.0039,0.0048,0.00074,0.0016,0.0026,93.5,10.51,0.0032,1,4.28,0,0,1,64.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,4.190005856166142,0.5226543664015053
6.2,5.8,0.0,0.0,0.0,0.0,2940.0,80.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,1351.0,83.0,0.7599999999999998,10.0,0.0,0.0,0.0329999999999999,41.0,11.0,0.0,0.0,47.0,0.0,3.93,3.14,1.78,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0269,0.0054,0.358,0.0056,0.0015,0.0137,0.0052,0.0049,0.0017,0.004,0.0035,0.001,0.0017,0.002,0.00026,0.0034,0.0039,93.4,7.51,0.0033,1,3.93,1,0,0,54.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,-1,-7.607686105587704,-5.485782195192855
6.0,5.8,0.0,2710.0,2100.0,0.0,1070.0,75.0,210.0,28.0,0.0,33.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1445.0,1378.0,123.0,1.1,21.0,0.0,0.18,0.011,44.0,34.0,0.0,0.0,22.0,0.0,4.25,3.2,4.09,0.179,0.0345,0.0066,0.027,0.0111,0.016,0.099,0.0028,0.0009,0.0273,0.0042,0.0049,0.0016,0.0031,0.0016,0.0013,0.002,0.0039,0.00087,0.00097,0.0036,92.2,11.0,0.0034,1,4.25,0,0,1,67.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,-1.357721453781773,7.098692461786022
4.8,4.65,0.0,2030.0,940.0,0.0,1020.0,83.0,28.0,5.0,0.0,52.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1437.0,1373.0,90.0,1.08,20.0,0.0,0.144,0.018,42.0,20.0,0.0,0.0,38.0,0.0,4.12,3.58,2.1,0.255,0.031,0.0088,0.0375999999999999,0.0104,0.0096,0.4095,0.0029,0.0011,0.0179,0.0044,0.0027,0.0015,0.0021,0.0035,0.0016,0.003,0.0051,0.001,0.0016,0.0037,93.2,10.83,0.0035,1,4.12,1,0,0,64.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,2,-2.1722212327286865,-1.0068194606284941
7.4,7.1,0.0,3160.0,1660.0,0.0,1850.0,133.0,65.0,0.0,0.0,75.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,1430.0,1369.0,76.0,1.01,30.0,0.0,0.225,0.013,42.0,22.0,0.0,0.0,36.0,0.0,4.17,3.63,2.09,0.204,0.0317,0.0102,0.0236,0.0099,0.0068,0.4095,0.0029,0.0014,0.0195,0.0044,0.0024,0.0017,0.0022,0.0039,0.0017,0.0033,0.0047,0.00096,0.0012,0.0031,93.2,10.14,0.003,1,4.17,1,0,0,61.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-0.15125559364510668,-0.7644925470188105
6.0,6.0,0.0,2550.0,1880.0,0.0,1570.0,73.0,222.0,13.0,0.0,35.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1447.0,1390.0,139.0,1.17,21.0,0.0,0.18,0.02,43.0,31.0,0.0,0.0,26.0,0.0,4.19,3.15,4.09,0.145,0.034,0.0089,0.0207,0.0106,0.0157,0.119,0.0028,0.001,0.0207,0.0041,0.0049,0.0019,0.003,0.0018,0.0013,0.0018,0.0048,0.0007,0.00079,0.0036,92.3,11.67,0.0033,1,4.19,1,0,0,57.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-2.4223418232030824,6.792485564193665
7.4,6.8,0.0,3280.0,1700.0,0.0,2570.0,132.0,55.0,5.0,0.0,75.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1430.0,1372.0,98.0,1.01,30.0,0.0,0.25,0.014,45.0,22.0,0.0,0.0,33.0,0.0,4.16,3.49,2.59,0.318,0.0373,0.0107,0.019,0.0096,0.0104,0.37,0.0029,0.00099,0.0177,0.0036,0.002,0.0012,0.0023,0.0029,0.0011,0.0029,0.0054,0.00071,0.0011,0.0039,93.1,10.14,0.0032,1,4.16,1,0,0,58.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-0.9350160979855376,-0.20059622527928675
10.3,10.3,0.0,4520.0,1750.0,0.0,2810.0,170.0,170.0,0.0,0.0,108.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,1425.0,1356.0,115.0,1.05,40.0,0.0,0.3,0.013,44.0,17.0,710.0,7.0,32.0,0.0,4.26,3.64,2.41,0.176,0.0367,0.0075,0.0188,0.0093,0.0101,0.022,0.0022,0.00088,0.0173,0.0035,0.0018,0.0014,0.002,0.0028,0.0023,0.0032,0.0038,0.00094,0.0012,0.0015,93.6,10.49,0.0031,1,4.26,0,0,1,69.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,4.649427228788486,0.9945113943457943
4.8,4.55,0.0,0.0,0.0,0.0,1470.0,50.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1412.0,1362.0,89.0,0.7599999999999998,10.0,0.0,0.0,0.018,36.0,10.0,0.0,0.0,39.0,0.0,3.93,3.19,1.62,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0269,0.0048,0.325,0.0056,0.0012,0.0148,0.0055,0.0049,0.0017,0.0048,0.0038,0.0011,0.0015,0.002,0.00027,0.006,0.0027,93.5,7.51,0.0033,1,3.93,1,0,0,50.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,-1,-8.318185724937033,-4.719558423998679
5.5,5.2,0.0,2210.0,1260.0,0.0,1110.0,90.0,90.0,8.0,0.0,29.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,1435.0,1362.0,120.0,1.05,22.0,0.0,0.165,0.016,40.0,23.0,0.0,0.0,31.0,0.0,4.24,3.55,2.69,0.223,0.0389,0.0089,0.0215,0.0101,0.0076,0.108,0.0029,0.0005,0.0217,0.0034,0.0032,0.0016,0.0021,0.003,0.0015,0.0023,0.0051,0.0012,0.0052,0.0036,93.2,10.55,0.0035,1,4.24,0,0,1,73.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,-0.18207210801579263,0.4003110427795127
7.5,6.3,0.0,2840.0,1940.0,0.0,2310.0,85.0,120.0,0.0,0.0,38.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1441.0,1386.0,97.0,1.01,30.0,0.0,0.23,0.016,38.0,26.0,410.0,5.0,31.0,0.0,4.18,3.14,4.09,0.192,0.0335,0.0108,0.0263,0.0112,0.013,0.148,0.0019,0.00046,0.0176,0.0036,0.0049,0.0018,0.003,0.0014,0.0022,0.0017,0.0051,0.00057,0.006,0.0036,92.2,10.13,0.0033,1,4.18,1,0,0,55.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-2.5911938517045687,4.685846328711071
3.8,3.7,0.0,1730.0,720.0,0.0,1050.0,68.0,44.0,2.0,0.0,45.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,1435.0,1369.0,78.0,1.18,16.0,0.0,0.12,0.016,43.0,18.0,0.0,0.0,36.0,0.0,4.24,3.56,2.64,0.228,0.0349,0.009,0.0218,0.009,0.0103,0.104,0.0025,0.0012,0.0175,0.0037,0.0026,0.0016,0.002,0.0036,0.0018,0.0022,0.004,0.0007,0.0012,0.0028,93.3,11.84,0.003,1,4.24,0,0,1,66.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,-0.29706577161310327,-0.05807550526434826
8.2,8.2,0.0,3470.0,1630.0,0.0,1910.0,136.0,40.0,8.0,0.0,89.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,1436.0,1365.0,99.0,1.09,32.0,0.0,0.24,0.023,42.0,20.0,860.0,10.0,27.0,0.0,4.2,3.69,1.96,0.155,0.0334,0.0106,0.0185,0.0081,0.0076,0.0197,0.0024,0.001,0.0201,0.0046,0.002,0.0016,0.0018,0.0029,0.0023,0.003,0.0028,0.00091,0.0012,0.0041,94.0,10.85,0.0031,1,4.2,0,0,1,71.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,3.1126915187614217,-0.17079199499445802
4.6,4.55,0.0,0.0,0.0,0.0,2260.0,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.0,1359.0,75.0,0.7599999999999998,10.0,0.0,0.0,0.0329999999999999,40.0,11.0,0.0,0.0,49.0,0.0,3.93,3.14,1.64,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0269,0.0045,0.32,0.005,0.00089,0.0137,0.0045,0.0049,0.0017,0.0041,0.0035,0.0015,0.0013,0.002,0.0001,0.0034,0.0042,93.6,7.51,0.0033,1,3.93,1,0,0,61.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,-1,-8.01972965571559,-5.200636676099461
8.1,8.1,0.0,4250.0,1650.0,0.0,3290.0,182.0,30.0,10.0,0.0,90.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,1429.0,1362.0,88.0,1.11,32.0,0.0,0.24,0.02,42.0,16.0,1010.0,10.0,32.0,0.0,4.23,3.7,2.03,0.18,0.0375,0.0101,0.0189,0.0086,0.0107,0.0491,0.0026,0.0012,0.0157,0.0046,0.0018,0.0016,0.002,0.0032,0.0033,0.0033,0.0035,0.00057,0.006,0.0027,93.9,11.11,0.0033,1,4.23,0,0,1,67.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,4,3.999208708396809,-0.5967383013891102
10.2,9.8,0.0,0.0,0.0,0.0,4900.0,120.0,140.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1408.0,1360.0,150.0,0.7599999999999998,16.0,0.0,0.0,0.0329999999999999,40.0,12.0,0.0,0.0,48.0,0.0,3.93,3.17,1.65,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0269,0.0065,0.34,0.0055,0.0019,0.0135,0.0051,0.0049,0.0017,0.0035,0.0038,0.0017,0.002,0.002,0.00071,0.0024,0.0035,93.5,7.51,0.0033,1,3.93,1,0,0,48.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,-1,-5.819511997646164,-4.659128835764477
6.0,5.9,0.0,2520.0,1540.0,0.0,1070.0,75.0,222.0,10.0,0.0,35.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1445.0,1387.0,125.0,1.17,21.0,0.0,0.18,0.018,42.0,26.0,250.0,4.0,28.0,0.0,4.2,3.16,4.09,0.224,0.0329,0.0073,0.0375999999999999,0.0154,0.01,0.102,0.0026,0.0012,0.0224,0.0045,0.0049,0.0018,0.0036,0.0014,0.0014,0.0019,0.0048,0.0008,0.00081,0.0036,92.2,11.67,0.0032,1,4.2,0,0,1,58.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,-1.835173004642342,5.785830264167804
4.8,4.8,0.0,2030.0,860.0,0.0,1300.0,80.0,12.0,12.0,0.0,47.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1438.0,1370.0,81.0,0.98,20.0,0.0,0.144,0.012,42.0,18.0,0.0,0.0,40.0,0.0,4.18,3.64,2.09,0.255,0.0331,0.0088,0.0218,0.0099,0.0068,0.4095,0.0029,0.0029,0.0227,0.0041,0.002,0.0018,0.0022,0.0034,0.0012,0.0034,0.0052,0.00068,0.006,0.0036,93.1,9.79,0.0032,1,4.18,1,0,0,68.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,2,-1.9940869664587388,-1.3495088584424517
10.2,10.0,0.0,4170.0,1690.0,0.0,3320.0,170.0,80.0,20.0,0.0,107.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,1430.0,1357.0,98.0,1.05,41.0,0.0,0.306,0.018,41.0,17.0,710.0,7.0,36.0,0.0,4.29,3.67,2.43,0.175,0.0348,0.0098,0.0211,0.0095,0.0073,0.0268,0.0024,0.0012,0.0214,0.0045,0.0019,0.0015,0.002,0.0033,0.0017,0.0032,0.004,0.00074,0.0014,0.0025,93.5,10.49,0.0032,1,4.29,0,0,1,73.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,4,4.3402231314225235,0.4372937366981473
